Patient Subset,Feature Subset,Engaged,Seed,Summarized,Vectorizer,RandomForest_accuracy,RandomForest_roc_auc,RandomForest_sensitivity,RandomForest_specificity,AdaBoost_accuracy,AdaBoost_roc_auc,AdaBoost_sensitivity,AdaBoost_specificity,XGBoost_accuracy,XGBoost_roc_auc,XGBoost_sensitivity,XGBoost_specificity,Run ID
1,3,0,23,0,2,0.7087,0.7102,0.6122,0.7149,0.7057,0.6751,0.7143,0.6043,0.7087,0.7162,0.5408,0.7362,334
1,3,0,23,1,1,0.7057,0.7096,0.5816,0.6894,0.7057,0.6794,0.0,1.0,0.6997,0.6807,0.5918,0.6979,335
1,3,0,23,1,2,0.7087,0.7102,0.6122,0.7149,0.7057,0.6751,0.7143,0.6043,0.7087,0.7162,0.5408,0.7362,336
1,3,0,24,0,1,0.7087,0.7274,0.6186,0.6822,0.7087,0.6944,0.0,1.0,0.7057,0.7212,0.701,0.6653,337
1,3,0,24,0,2,0.7117,0.7315,0.6495,0.7119,0.7087,0.6977,0.6598,0.6864,0.7117,0.744,0.5979,0.7754,338
1,3,0,24,1,1,0.7087,0.7272,0.6289,0.6864,0.7087,0.6933,0.0,1.0,0.7057,0.7473,0.6701,0.7203,339
1,3,0,24,1,2,0.7117,0.7315,0.6495,0.7119,0.7087,0.6977,0.6598,0.6864,0.7117,0.744,0.5979,0.7754,340
1,3,0,25,0,1,0.6697,0.6502,0.4818,0.7354,0.6697,0.6469,0.0091,1.0,0.6697,0.6669,0.5,0.7265,341
1,3,0,25,0,2,0.6697,0.6756,0.4818,0.7578,0.6697,0.6517,0.0,1.0,0.6727,0.6754,0.5182,0.7444,342
1,3,0,25,1,1,0.6697,0.6606,0.4727,0.7399,0.6697,0.6416,0.0,1.0,0.6697,0.6664,0.5455,0.7399,343
1,3,0,25,1,2,0.6697,0.6756,0.4818,0.7578,0.6697,0.6517,0.0,1.0,0.6727,0.6754,0.5182,0.7444,344
1,3,0,26,0,1,0.6757,0.6627,0.5648,0.6711,0.6757,0.6356,0.0,1.0,0.6787,0.6644,0.5741,0.7067,345
1,3,0,26,0,2,0.6757,0.6729,0.5556,0.6667,0.6757,0.6302,0.5833,0.6089,0.6757,0.6685,0.537,0.7378,346
1,3,0,26,1,1,0.6757,0.6517,0.5278,0.6756,0.6757,0.6363,0.5833,0.6089,0.6727,0.6569,0.5833,0.6756,347
1,3,0,26,1,2,0.6757,0.6729,0.5556,0.6667,0.6757,0.6302,0.5833,0.6089,0.6757,0.6685,0.537,0.7378,348
1,3,0,27,0,1,0.7087,0.676,0.5567,0.6568,0.7087,0.6419,0.0,1.0,0.7057,0.6825,0.6289,0.6441,349
1,3,0,27,0,2,0.7117,0.6859,0.5567,0.6737,0.7087,0.6587,0.5876,0.6653,0.7087,0.6649,0.5773,0.6568,350
1,3,0,27,1,1,0.7087,0.6764,0.5155,0.6907,0.7087,0.6565,0.0,1.0,0.7087,0.6472,0.5979,0.6356,351
1,3,0,27,1,2,0.7117,0.6859,0.5567,0.6737,0.7087,0.6587,0.5876,0.6653,0.7087,0.6649,0.5773,0.6568,352
1,3,0,28,0,1,0.6937,0.7298,0.6176,0.7013,0.6937,0.6967,0.0,1.0,0.6847,0.7007,0.6275,0.71,353
1,3,0,28,0,2,0.6937,0.7323,0.6275,0.7143,0.6937,0.7017,0.0,1.0,0.7057,0.7226,0.5784,0.7403,354
1,3,0,28,1,1,0.6937,0.723,0.6176,0.6926,0.6937,0.6544,0.0,1.0,0.7027,0.7179,0.6471,0.7229,355
1,3,0,28,1,2,0.6937,0.7323,0.6275,0.7143,0.6937,0.7017,0.0,1.0,0.7057,0.7226,0.5784,0.7403,356
1,3,0,29,0,1,0.6937,0.7103,0.6765,0.7186,0.6937,0.6919,0.0098,0.9784,0.6847,0.7185,0.6275,0.7013,357
1,3,0,29,0,2,0.6907,0.7164,0.6569,0.7229,0.6937,0.6946,0.7255,0.6407,0.6937,0.7225,0.6176,0.7273,358
1,3,0,29,1,1,0.6937,0.7101,0.6373,0.7143,0.6937,0.6437,0.0,1.0,0.6847,0.6812,0.598,0.6883,359
1,3,0,29,1,2,0.6907,0.7164,0.6569,0.7229,0.6937,0.6946,0.7255,0.6407,0.6937,0.7225,0.6176,0.7273,360
1,3,1,0,0,1,0.8547,0.7254,0.0,1.0,0.8547,0.6954,0.0,0.9864,0.8488,0.6626,0.12,0.9728,361
1,3,1,0,0,2,0.8547,0.692,0.0,0.9864,0.8547,0.7137,0.0,0.9796,0.8547,0.659,0.08,0.9728,362
1,3,1,0,1,1,0.8547,0.6386,0.0,1.0,0.8547,0.6366,0.0,1.0,0.8488,0.6218,0.08,0.9796,363
1,3,1,0,1,2,0.8547,0.692,0.0,0.9864,0.8547,0.7137,0.0,0.9796,0.8547,0.659,0.08,0.9728,364
1,3,1,1,0,1,0.8314,0.6161,0.0,1.0,0.8314,0.7128,0.069,0.993,0.8314,0.6629,0.1034,0.993,365
1,3,1,1,0,2,0.8314,0.6711,0.0,1.0,0.8314,0.6922,0.0345,0.972,0.8314,0.6677,0.0345,0.979,366
1,3,1,1,1,1,0.8314,0.6286,0.0,1.0,0.8314,0.7333,0.0,1.0,0.8314,0.6569,0.1034,0.986,367
1,3,1,1,1,2,0.8314,0.6711,0.0,1.0,0.8314,0.6922,0.0345,0.972,0.8314,0.6677,0.0345,0.979,368
1,3,1,2,0,1,0.8547,0.6468,0.0,1.0,0.8547,0.6224,0.08,1.0,0.8488,0.5452,0.08,0.9592,369
1,3,1,2,0,2,0.8547,0.6805,0.04,1.0,0.8547,0.6631,0.04,1.0,0.8547,0.6771,0.04,0.9796,370
